id,outcome,freshman,age,female,white,intl,married,hsgpa,hsrankpercent,SAT_Comb,a_rank,p_rank,interview,coaaid
144194,0,1,18,1,1,0,1,4.09,0.81875,1970,2,2,0,8000
144213,1,0,54,1,1,0,,,,,3,3,0,24000
158443,1,1,20,1,0,1,0,,,,3,3,0,24531
158628,0,1,19,1,1,1,1,,,,4,3,0,0
158644,1,1,22,1,1,1,1,,,,3,2,1,22237
158658,0,1,20,1,0,1,,,,1840,2,2,1,25766
158668,1,1,20,1,,1,1,,,,3,2,1,0
158695,0,1,19,0,1,1,1,,,,2,2,0,0
159011,1,1,19,0,0,1,0,,,,3,3,0,25078
161412,1,1,21,1,,1,1,,,,2,1,1,0
161413,1,1,20,0,0,1,0,,,,3,2,1,26412
161418,0,1,20,1,,1,1,,,1550,3,2,0,29499
161420,0,1,18,1,1,1,1,,,,2,2,0,0
161528,0,1,22,1,1,1,0,,,1850,3,3,0,26266
161810,1,1,21,1,0,1,0,,,,2,1,0,20678
161844,0,1,19,1,0,1,1,,,1760,2,2,0,0
161860,1,1,18,1,0,1,1,,,,3,3,0,25935
161866,0,1,21,1,1,1,0,,,,3,3,0,26266
161963,1,1,20,1,1,1,1,3.7,,1900,2,2,0,10000
162019,1,1,21,1,0,1,1,,,1550,2,2,0,26763
162031,0,1,18,0,1,1,0,,,,3,3,0,0
162780,1,1,20,1,0,1,0,,,1930,3,2,0,29778
162837,0,1,22,1,1,1,1,,,,3,3,0,3000
162863,0,1,18,1,0,1,1,,,,3,3,0,22266
162999,1,1,19,1,1,1,1,,,,4,2,0,26709
165825,1,1,20,1,,1,0,,,,4,3,0,28759
214460,1,1,21,1,0,1,1,,,,2,2,0,28336
214464,1,1,20,0,1,1,1,,,1890,2,3,0,25889
214468,0,1,18,0,1,1,1,,,,1,3,0,15529
214478,0,1,18,1,1,1,0,,,1920,2,2,0,25499
215167,0,1,20,1,0,1,1,,,,3,3,0,29499
215620,0,1,19,0,1,1,1,,,,2,1,1,27939
215767,0,0,18,0,0,1,1,,,1890,3,3,0,27939
215903,1,1,20,0,1,1,1,,,,2,2,0,29924
215918,0,1,19,0,0,1,1,,,1730,2,2,0,26999
215924,0,1,19,1,1,1,1,,,,3,3,0,14499
215967,0,1,20,1,1,1,1,,,2110,1,2,0,7899
215974,0,1,19,1,0,1,1,,,,3,2,0,22499
215975,0,1,19,1,,1,1,,,,3,2,0,29199
215981,1,1,18,1,0,1,1,,,,3,2,1,30711
215987,0,1,19,1,0,1,1,,,,3,3,0,27499
216095,0,1,19,0,1,1,1,,,,1,2,0,18509
216693,0,1,19,1,0,1,1,,,1850,4,2,0,17499
218809,1,1,20,0,0,1,1,,,,3,2,0,26999
262540,0,1,20,0,,1,1,,,,2,2,0,38390
262546,0,1,18,1,0,1,1,,,2090,2,2,1,25450
262604,0,1,19,1,1,1,1,,,1580,4,3,0,24850
266186,1,1,20,1,1,1,1,,,,2,3,0,26465
266187,0,1,19,0,1,1,1,,,,3,3,0,30000
266195,1,1,18,1,,1,1,3.6,,,4,3,0,34590
266344,0,1,19,0,0,1,0,,,,3,3,0,30450
266458,1,1,18,1,0,1,1,,,2020,2,2,1,30188
266484,0,1,18,1,0,1,1,,,,2,2,0,27950
266485,0,1,19,0,1,1,0,,,,2,2,0,21450
266708,0,1,20,1,0,1,1,,,,2,2,0,21450
266713,0,1,20,1,1,1,0,,,,2,3,0,30450
266722,0,1,18,1,0,1,1,,,,2,2,0,10000
266729,0,1,19,0,1,1,1,,,1510,4,2,0,7500
266751,1,1,20,1,0,1,1,,,,2,3,0,25014
266788,0,1,20,1,1,1,1,,,,3,2,0,25450
266970,0,1,19,1,0,1,1,,,,2,3,0,0
266998,0,1,19,1,1,1,1,,,,2,2,0,28890
267088,1,1,19,0,0,1,1,,,2020,1,3,0,29345
267139,0,1,21,1,0,1,1,,,1910,2,3,0,21550
267143,0,1,20,0,1,1,0,,,,4,4,0,0
267161,0,0,21,0,,1,0,,,,3,3,0,0
267177,0,1,18,1,0,1,1,,,1910,3,2,0,22950
267254,0,1,21,1,0,1,1,,,2090,2,3,0,10000
267257,0,1,20,0,1,1,1,,,2140,2,3,0,27750
267294,1,1,20,0,0,1,1,,,,3,3,0,27313
267295,0,1,19,1,,1,0,,,1560,2,3,0,30450
267298,1,1,21,1,1,1,1,,,,4,3,0,31548
267622,0,1,19,1,1,1,1,,,,2,2,0,28890
268382,0,1,21,0,0,1,0,,,1500,4,3,0,30450
268454,0,1,20,0,0,1,1,,,,2,2,0,25450
268488,1,1,20,1,0,1,1,,,1770,2,2,0,36590
268734,0,0,23,1,0,1,0,,,,1,1,0,25390
121552,1,1,20,0,0,1,1,,,,3,2,1,22266
126955,1,1,20,1,0,1,1,,,,2,2,0,29253
128666,0,1,19,0,0,1,1,3.81,,2240,1,1,1,0
145609,0,1,20,1,0,1,1,,,,4,3,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,16048.63858
,,,,,,,,,,,,,,15544.68338
